model,report,D_mm,T_mm,d_mm,t_mm,d_D,D_T,load_type,load_on,load_category,location,microstrain_1,microstrain_2,microstrain_3,stress_trans,stress_long,stress_shear,sigma1_psi,sigma2_psi,sigma1_MPa,sigma2_MPa,SI_MPa
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0150C-J,47,1,23,471,1552,-291,1626,397,11.211,2.737,8.474
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0150C-K,64,2,42,891,2178,-532,2369,700,16.334,4.827,11.507
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0150C-L,86,-4,63,1200,2955,-886,3324,830,22.919,5.723,17.196
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I150N-A,45,-62,-110,-3830,191,646,292,-3931,2.013,-27.104,29.117
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I150N-B,-38,-56,-91,-3186,-2082,475,-1906,-3362,-13.142,-23.181,10.039
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I150N-C,-68,-49,-66,-2452,-2789,228,-2337,-2904,-16.114,-20.023,3.909
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I150N-D,-67,-37,-44,-1701,-2535,101,-1689,-2547,-11.646,-17.562,5.916
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I150N-F,-29,-18,0,-365,-979,-241,-282,-1062,-1.944,-7.322,5.378
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,T150N-G,-24,-16,-16,-663,-912,0,-663,-912,-4.571,-6.288,1.717
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I150N-H,-25,-15,-14,-610,-924,-19,-609,-925,-4.199,-6.378,2.179
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I150N-J,-24,-10,-10,-433,-843,0,-433,-843,-2.986,-5.812,2.826
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0150N-A,-14,-102,-106,-4549,-1778,57,-1777,-4550,-12.252,-31.372,19.12
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0150N-B,29,-57,-41,-2173,218,-209,236,-2191,1.627,-15.107,16.734
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0150N-C,38,-21,3,-439,1023,-317,1089,-505,7.509,-3.482,10.991
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0150N-0,25,2,24,558,909,-291,1073,393,7.398,2.71,4.688
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0150N-E,10,11,33,950,570,-291,1108,413,7.64,2.848,4.792
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,G150N-F,-17,19,35,1188,-143,-215,1222,-177,8.426,-1.22,9.646
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0150N-G,-21,10,21,702,-431,-146,721,-449,4.971,-3.096,8.067
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0150N-H,-21,9,19,629,-439,-139,647,-457,4.461,-3.151,7.612
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0150N-J,-20,9,15,545,-450,-89,553,-458,3.813,-3.158,6.971
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180C-C,-2,-40,44,76,-49,-1121,1136,-1109,7.833,-7.647,15.48
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180C-0,-2,-46,46,3,-71,-1216,1182,-1250,8.15,-8.619,16.769
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180C-E,-1,-46,46,11,-25,-1222,1215,-1229,8.377,-8.474,16.851
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180C-F,0,-41,42,21,6,-1102,1115,-1088,7.688,-7.502,15.19
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,1180C-H,4,-32,38,111,147,-931,1060,-802,7.309,-5.53,12.839
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180C-J,3,-34,35,7,88,-918,966,-871,6.661,-6.006,12.667
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180C-K,2,-41,31,-212,8,-962,867,-1070,5.978,-7.378,13.356
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180C-L,-2,-30,32,34,-61,-829,817,-844,5.633,-5.819,11.452
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I,48,-60,-250,-103,1444,1269,-1622,180,-11.184,1.241,12.425
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,C-C,0,56,-63,-157,-47,1576,1476,-1679,10.177,-11.577,21.754
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180C-0,3,59,-66,-139,44,1665,1620,-1715,11.17,-11.825,22.995
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180C-F,-2,59,-61,-39,-83,1608,1547,-1669,10.667,-11.508,22.175
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180C-G,6,48,-60,-267,91,1450,1373,-1549,9.467,-10.68,20.147
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180C-H,0,44,-52,-177,-67,1273,1152,-1396,7.943,-9.625,17.568
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180C-J,0,33,-45,-261,-78,1045,879,-1218,6.061,-8.398,14.459
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180C-K,0,26,-42,-355,-107,912,689,-1151,4.751,-7.936,12.687
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180N-B,-6,2,-15,-276,-254,222,-43,-487,-0.296,-3.358,3.062
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180N-C,-5,4,-13,-193,-201,234,37,-431,0.255,-2.972,3.227
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180N-D,-5,4,-10,-120,-193,177,25,-337,0.172,-2.324,2.496
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180N-E,-7,1,-5,-76,-223,89,-34,-264,-0.234,-1.82,1.586
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180N-F*,0,-22,1,-460,-138,-317,56,-654,0.386,-4.509,4.895
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180N-H*,0,-77,-1,-1734,-520,-1013,54,-2308,0.372,-15.914,16.286
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I180N-J,-2,-1,-1,-50,-72,-6,-48,-74,-0.331,-0.51,0.179
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180N-A,-6,32,-38,-140,-213,937,761,-111,5.247,-0.765,6.012
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180N-R,-5,20,-25,-99,-186,595,454,-739,3.13,-5.095,8.225
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180N-D,-4,-1,-8,-194,-172,95,-88,-279,-0.607,-1.924,1.317
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180N-E,-5,-8,-5,-277,-226,-44,-200,-302,-1.379,-2.082,0.703
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180N-F,-5,-11,0,-235,-227,-146,-85,-3,-0.586,-0.021,0.565
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180N-G*,0,-63,0,-1399,-420,-836,59,-1878,0.407,-12.949,13.356
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0180N-H,-4,-10,0,-204,-190,-139,-57,-336,-0.393,-2.317,1.924
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270C-8,28,66,-185,-2642,49,3343,2307,-4900,15.907,-33.785,49.692
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270C-C,25,71,-186,-2565,-28,3425,2356,-4949,16.245,-34.123,50.368
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270C-F,31,20,-126,-2374,229,1950,1272,-3417,8.77,-23.56,32.33
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270C-G,31,-15,-82,-2165,291,886,578,-2451,3.985,-16.9,20.885
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,T270C-H,34,-46,-61,-2377,299,203,315,-2392,2.172,-16.493,18.665
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270C-J,33,-57,-61,-2637,207,44,208,-2638,1.434,-18.189,19.623
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270C-K,32,-62,-66,-2834,119,51,120,-2835,0.827,-19.547,20.374
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270C-L,37,-67,-68,-3017,193,19,193,-3017,1.331,-20.802,22.133
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270C-M,3,-24,33,205,161,-760,943,-577,6.502,-3.978,10.48
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270C-A,-9,-98,-43,-3092,-1184,-741,-931,-3346,-6.419,-23.071,16.652
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270C-B*,0,0,-17,-376,-113,228,19,-508,0.131,-3.503,3.634
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270C-C,-10,-124,3,-2642,-1078,-1697,8,-3728,0.055,-25.705,25.76
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270C-P,7,-116,19,-2148,-445,-1804,699,-3292,4.82,-22.698,27.518
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270C-F,6,-120,28,-2022,-436,-1969,894,-3352,6.164,-23.112,29.276
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270C-J,34,-89,-40,-2888,146,-652,280,-3023,1.931,-20.844,22.775
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270C-K,35,-81,-63,-3193,97,-241,115,-3210,0.793,-22.133,22.926
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270C-L,31,-67,-82,-3324,-56,196,-45,-3336,-0.31,-23.002,22.692
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270N-C,-40,-56,-12,-1450,-1632,-576,-958,-2124,-6.605,-14.645,8.04
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270N-E,-20,-35,3,-667,-799,-507,-222,-1244,-1.531,-8.577,7.046
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270N-G,-5,-4,-9,-277,-226,57,-189,-314,-1.303,-2.165,0.862
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I270N-H,-4,-3,-4,-163,-163,13,-150,-176,-1.034,-1.214,0.18
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270N-A,18,-104,-2,-2359,-180,-1368,479,-3018,3.303,-20.809,24.112
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0N-B,44,-60,29,-727,1093,-1197,1687,-1320,11.632,-9.101,20.733
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0770N-C,39,-21,35,250,1244,-747,1644,-151,11.335,-1.041,12.376
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270N-0,31,6,29,738,1162,-304,1321,580,9.108,3.999,5.109
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270N-F,17,23,15,817,744,114,900,661,6.205,4.558,1.647
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270N-F,-1,30,-1,638,163,424,887,-86,6.116,-0.593,6.709
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270N-G,0,21,-4,366,96,336,593,-131,4.089,-0.903,4.992
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270N-H,0,17,-3,303,91,272,489,-95,3.372,-0.655,4.027
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0270N-J,0,13,-4,208,77,228,380,-95,2.62,-0.655,3.275
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300C-A,97,-147,-122,-6029,1114,-336,1130,-6044,7.791,-41.673,49.464
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300C-B,52,-134,-122,-5697,-155,-165,-150,-5702,-1.034,-39.315,38.281
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300C-D,-19,-121,-88,-4574,-1943,-431,-1874,-4643,-12.921,-32.013,19.092
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300C-F,-38,-86,-67,-3321,-2137,-266,-2080,-3378,-14.342,-23.291,8.949
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300C-G,-15,-71,-61,-2887,-1322,-139,-1310,-2899,-9.032,-19.989,10.957
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300C-J,19,-67,-33,-2235,-100,-456,-7,-2328,-0.048,-16.052,16.004
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300C-L,-2,-83,8,-1648,-566,-1216,224,-2437,1.544,-16.803,18.347
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,-5*,-165,-165,-7209,-3788,0,-3788,-7209,300,-49.706,2.069,51.775
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,C-B,-29,-142,-136,-6077,-2707,-70,-2706,-6079,-18.658,-41.915,23.257
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300C-F,35,-51,-71,-2722,224,272,249,-2747,1.717,-18.941,20.658
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300C-G,32,10,-37,-620,783,621,1018,-855,7.019,-5.895,12.914
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300C-H,21,6,-45,-879,363,684,666,-1182,4.592,-8.15,12.742
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300C-J,13,-16,-60,-1696,-124,589,72,-1892,0.496,-13.045,13.541
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300C-K,5,-24,-77,-2220,-509,696,-262,-2468,-1.806,-17.017,15.211
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300C-L,-7,-19,-86,-2259,-877,905,-429,-2707,-2.958,-18.665,15.707
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300N-A,88,-26,-178,-4567,1281,2026,1915,-5200,13.204,-35.854,49.058
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300N-B,-35,-68,-140,-4525,-2413,956,-2044,-4894,-14.093,-33.744,19.651
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300N-C,-86,-78,-103,-3874,-3757,329,-3481,-4150,-24.001,-28.614,4.613
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300N-0,-98,-70,-65,-2848,-3791,-70,-2843,-3796,-19.602,-26.173,6.571
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300N-F,-31,-20,-5,-519,-1097,-196,-459,-1157,-3.165,-7.978,4.813
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300N-G,-25,-11,-11,-453,-877,0,-453,-877,-3.123,-6.047,2.924
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I300N-J,-22,-5,-6,-205,-732,13,-205,-732,-1.413,-5.047,3.634
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300N-A,-62,-162,-154,-6888,-3920,-101,-3916,-6891,-27.001,-47.513,20.512
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300N-B,21,-104,-63,-3689,-479,-538,-392,-3777,-2.703,-26.042,23.339
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300N-C,43,-50,-1,-1165,948,-652,1133,-1350,7.812,-9.308,17.12
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300N-D,33,-11,25,256,1075,-481,1297,34,8.943,0.234,8.709
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300N-E,19,7,36,919,846,-393,1277,488,8.805,3.365,5.44
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300N-F,-18,21,29,1116,-207,-108,1125,-216,7.757,-1.489,9.246
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300N-G,-28,11,15,605,-645,-44,606,-647,4.178,-4.461,8.639
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0300N-H*,0,12,10,480,144,25,482,142,3.323,0.979,2.344
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,C300N-J,-20,9,8,377,-486,13,377,-486,2.599,-3.351,5.95
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330C-A,60,-103,-29,-2970,920,-988,1156,-3206,7.971,-22.105,30.076
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330C-0,-13,-98,13,-1855,-956,-1438,149,-2960,1.027,-20.409,21.436
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330C-E,-24,-90,18,-1571,-1198,-1437,64,-2834,0.441,-19.54,19.981
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330C-F,-34,-64,25,-819,-1272,-1190,166,-2257,1.145,-15.562,16.707
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330C-H,-20,-53,19,-730,-818,-950,177,-1725,1.22,-11.894,13.114
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330C-J,-19,-51,11,-856,-841,-836,-13,-1684,-0.09,-11.611,11.521
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I33GC-K,-24,-51,8,-924,-990,-791,-165,-1749,-1.138,-12.059,10.921
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330C-L,-25,-54,7,-996,-1054,-310,-214,-1836,-1.476,-12.659,11.183
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330C-B,-18,-44,-105,-3260,-1520,323,-1192,-3537,-8.219,-24.388,16.169
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330C-C,-12,-29,-98,-2775,-1189,918,-769,-3196,-5.302,-22.036,16.734
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330C-D,-4,-17,-83,-2303,-819,956,-351,-2772,-2.42,-19.113,16.693
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330C-E,-2,-9,-77,-1867,-631,905,-153,-2345,-1.055,-16.169,15.114
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330C-L,-25,13,-60,-996,-1040,975,-43,-1994,-0.296,-13.749,13.453
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330N-A*,44,-29,-83,-2513,558,722,719,-2674,4.958,-18.437,23.395
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330N-B,-18,-38,-72,-2403,-1263,456,-1103,-2563,-7.605,-17.672,10.067
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330N-C,-46,-33,-51,-1809,-1911,241,-1614,-2106,-11.129,-14.521,3.392
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330N-0,-47,-25,-33,-1223,-1764,101,-1205,-1782,-8.308,-12.287,3.979
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330N-E,-41,-18,-20,-791,-1463,25,-790,-1464,-5.447,-10.094,4.647
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330N-F,-21,-10,-3,-269,-722,-89,-252,-739,-1.738,-5.095,3.357
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330N-G,-15,-9,-6,-308,-534,-32,-303,-539,-2.089,-3.716,1.627
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330N-H,-16,-10,-8,-369,-595,-19,-367,-597,-2.53,-4.116,1.586
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,I330N-J,-17,-6,-9,-315,-608,38,-311,-613,-2.144,-4.227,2.083
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330W-A,0,-101,-104,-4512,-1354,51,-1353,-4513,-9.329,-31.117,21.788
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330N-B,14,-51,-50,-2240,-259,-19,-258,-2240,-1.779,-15.445,13.666
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330N-C,22,-31,-20,-1152,310,-139,323,-1165,2.227,-8.033,10.26
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330N-0,14,-15,-5,-454,291,-139,317,-480,2.186,-3.31,5.496
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330N-F,-14,-2,11,225,-360,-177,274,-410,1.889,-2.827,4.716
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330N-G,-20,-6,3,-51,-628,-120,-27,-652,-0.186,-4.496,4.31
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,F_outplane_cylinder,cylinder,force,0330N-J,-19,-2,6,94,-542,-108,112,-560,0.772,-3.861,4.633
Model2,ORNL-5021,254,2.54,254.0,2.54,1.0,100,M_torsion_nozzle,nozzle,moment,I-0-C-*,8,3,-8,-132,213,150,269,-189,1.855,-1.303,3.158
Model2,ORNL-5021,254,2.54,254.0,2.54,1.0,100,M_torsion_nozzle,nozzle,moment,1-0-C-C,0,-3,-3,-124,-37,0,-37,-124,-0.255,-0.855,0.6
Model2,ORNL-5021,254,2.54,254.0,2.54,1.0,100,M_torsion_nozzle,nozzle,moment,I-O-C-B,-3,-6,6,3,-83,-150,116,-196,0.8,-1.351,2.151
Model2,ORNL-5021,254,2.54,254.0,2.54,1.0,100,M_torsion_nozzle,nozzle,moment,I-O-C-G,-3,-8,14,127,-46,-300,352,-272,2.427,-1.875,4.302
Model2,ORNL-5021,254,2.54,254.0,2.54,1.0,100,M_torsion_nozzle,nozzle,moment,I-O-C-B,-3,-11,14,64,-64,-334,341,-341,2.351,-2.351,4.702
Model2,ORNL-5021,254,2.54,254.0,2.54,1.0,100,M_torsion_nozzle,nozzle,moment,I-O-C-J,-3,-11,17,126,-46,-372,521,-342,3.592,-2.358,5.95
Model2,ORNL-5021,254,2.54,254.0,2.54,1.0,100,M_torsion_nozzle,nozzle,moment,O-O-C-B,-6,3,-17,-308,-265,265,-20,-553,-0.138,-3.813,3.675
Model2,ORNL-5021,254,2.54,254.0,2.54,1.0,100,M_torsion_nozzle,nozzle,moment,C-O-C-B,-14,-11,-9,-425,-557,-38,-414,-567,-2.855,-3.909,1.054
Model2,ORNL-5021,254,2.54,254.0,2.54,1.0,100,M_torsion_nozzle,nozzle,moment,O-O-C-F,-17,-6,-17,-434,-659,152,-396,-747,-2.73,-5.151,2.421
Model2,ORNL-5021,254,2.54,254.0,2.54,1.0,100,M_torsion_nozzle,nozzle,moment,O-O-C-G,-14,-9,-17,-550,-594,114,-456,-688,-3.144,-4.744,1.6
